Id,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,text_len,word_count,hashtag_count,emoji_count,SentimentSimple,Sentiment_norm,TextLength,LengthGroup
572,"Wandering through a historical museum, the history enthusiast becomes immersed in the tales of the past, envisioning bygone eras. ", Envisioning History ,2015-12-18 18:00:00, HistoryBuffMuseumExploration ,Twitter, #EnvisioningHistory #MuseumTales ,28.0,55.0,Italy,2015,12,18,18,130,19,2,1,Negative,Envisioning History,130,120-149
573,"In the realm of literature, a captivating novel transports the reader to distant lands, weaving a tapestry of imagination and escape. ", Imagination ,2021-10-08 20:30:00, BookwormCaptivatingNovelEscape ,Facebook, #Imagination #LiteraryEscape ,35.0,70.0,Japan,2021,10,8,20,134,21,2,1,Negative,Imagination,134,120-149
574,"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story. ", Vibrancy ,2019-03-22 21:45:00, PhotographyEnthusiastMarketMoments ,Instagram, #Vibrancy #MarketStories ,22.0,45.0,Australia,2019,3,22,21,133,21,2,1,Negative,Vibrancy,133,120-149
575,"Underneath the city lights, the dancer expresses emotions through graceful movements, creating a mesmerizing performance under the night sky. ", Mesmerizing ,2018-06-15 22:00:00, DanceEnthusiastCityNightPerformance ,Twitter, #Mesmerizing #NightDancePerformance ,40.0,80.0,Usa,2018,6,15,22,142,19,2,1,Negative,Mesmerizing,142,120-149
576,"In the heart of a bustling market, the street food connoisseur indulges in a culinary adventure, savoring diverse flavors and aromas. ", Culinary Adventure ,2019-08-28 19:30:00, FoodieMarketStreetFoodExploration ,Instagram, #CulinaryAdventure #StreetFoodDelights ,35.0,70.0,Thailand,2019,8,28,19,134,21,2,1,Negative,Culinary Adventure,134,120-149
577,"As the first snowflake descends, the winter enthusiast eagerly prepares for a season of frosty delights, anticipating the magic of snow-covered landscapes. ", Winter Magic ,2022-12-01 17:45:00, SnowLoverWinterEnthusiast ,Facebook, #WinterMagic #SnowyLandscapes ,30.0,60.0,Canada,2022,12,1,17,156,22,2,2,Negative,Winter Magic,156,150-179
578,"Amidst the pages of a captivating mystery novel, the reader unravels clues and secrets, experiencing a thrilling journey of suspense and revelation. ", Thrilling Journey ,2017-04-10 21:15:00, MysteryBookwormSuspensefulRead ,Twitter, #ThrillingJourney #MysteryNovel ,22.0,45.0,United Kingdom,2017,4,10,21,149,22,2,1,Negative,Thrilling Journey,149,120-149
579,"Surrounded by the vibrant colors of a flower garden, the gardener nurtures blossoms, finding joy in the beauty of nature's ever-changing canvas. ", Nature's Beauty ,2020-05-15 18:30:00, GardeningEnthusiastFlowerGarden ,Instagram, #NaturesBeauty #FloralJoy ,28.0,55.0,Australia,2020,5,15,18,145,22,2,3,Negative,Nature'S Beauty,145,120-149
580,"At the astronomy observatory, the stargazer marvels at the vastness of the cosmos, contemplating the mysteries hidden within the celestial expanse. ", Celestial Wonder ,2016-09-22 20:00:00, AstronomyEnthusiastStargazing ,Facebook, #CelestialWonder #Stargazing ,18.0,35.0,Usa,2016,9,22,20,148,21,2,1,Negative,Celestial Wonder,148,120-149
581,"Engulfed in the aroma of freshly brewed coffee, the writer finds inspiration in every sip, embarking on a journey of creativity and prose. ", Creative Inspiration ,2023-02-12 19:45:00, CoffeeLoverWritersRetreat ,Twitter, #CreativeInspiration #CoffeeJourney ,22.0,45.0,France,2023,2,12,19,139,23,2,1,Negative,Creative Inspiration,139,120-149
582,"In the realm of fashion, the designer unveils a collection that tells a story, blending innovation and tradition on the runway of creativity. ", Runway Creativity ,2015-11-10 21:00:00, FashionEnthusiastDesignerShowcase ,Instagram, #RunwayCreativity #FashionInnovation ,28.0,55.0,Italy,2015,11,10,21,142,23,2,1,Negative,Runway Creativity,142,120-149
583,"As the waves crash against the shore, the surfer embraces the thrill of riding the ocean's energy, capturing the essence of freedom in each wave. ", Ocean's Freedom ,2021-07-20 18:15:00, SurfingEnthusiastWaveRider ,Facebook, #OceansFreedom #SurfingThrills ,22.0,45.0,Brazil,2021,7,20,18,146,25,2,2,Negative,Ocean'S Freedom,146,120-149
584,"Exploring the historical architecture of an ancient city, the traveler is transported to a bygone era, where each monument whispers tales of the past. ", Whispers of the Past ,2019-04-18 20:30:00, HistoryExplorerAncientCityTour ,Twitter, #WhispersOfThePast #HistoricalTour ,35.0,70.0,Greece,2019,4,18,20,151,24,2,1,Negative,Whispers Of The Past,151,150-179
585,Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode , Excitement ,2023-05-20 19:45:00, CrushAvoider ,Twitter, #CrushStruggles #AvoidingEyeContact ,15.0,30.0,Usa,2023,5,20,19,109,14,2,4,Positive,Excitement,109,90-119
586,Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems , Boredom ,2023-05-21 21:00:00, MovieBuff ,Instagram, #SnackCrisis #TeenLife ,18.0,35.0,Canada,2023,5,21,21,103,13,2,5,Negative,Boredom,103,90-119
587,Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes , Joy ,2023-05-22 14:30:00, SelfieAddict ,Facebook, #SelfieStruggle #TeenConfessions ,22.0,45.0,United Kingdom,2023,5,22,14,131,20,2,4,Positive,Joy,131,120-149
588,Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife , Frustration ,2023-05-23 16:45:00, AudioExplorer ,Twitter, #TeenProblems #LostHeadphones ,20.0,40.0,Usa,2023,5,23,16,88,13,2,4,Negative,Frustration,88,60-89
589,Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions , Surprise ,2023-05-24 13:15:00, MemeCreator ,Instagram, #StudyingMemes #TeenLife ,25.0,50.0,Canada,2023,5,24,13,148,18,2,5,Positive,Surprise,148,120-149
590,"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles ", Indifference ,2023-05-25 19:00:00, FashionBlunder ,Facebook, #WeekendOops #TeenFashion ,20.0,40.0,Usa,2023,5,25,19,91,12,2,5,Neutral,Indifference,91,90-119
591,Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements , Satisfaction ,2023-05-26 14:20:00, GroupGenius ,Twitter, #TeenSuccess #ProjectMiracle ,28.0,55.0,United Kingdom,2023,5,26,14,103,12,2,4,Positive,Satisfaction,103,90-119
592,"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ", Disgust ,2023-05-27 21:15:00, ChipExplorer ,Instagram, #TeenChef #CookingFail ,22.0,45.0,Canada,2023,5,27,21,137,20,2,5,Negative,Disgust,137,120-149
593,"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife ", Surprise ,2023-05-28 12:00:00, ExcitementSeeker ,Facebook, #ClassEvent #TeenExcitement ,18.0,35.0,Usa,2023,5,28,12,132,23,2,4,Positive,Surprise,132,120-149
594,"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading ", Joy ,2023-05-29 23:30:00, NightReader ,Twitter, #BookDiscoveries #TeenReading ,30.0,60.0,United Kingdom,2023,5,29,23,121,17,2,4,Positive,Joy,121,120-149
595,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ", Excitement ,2023-05-30 20:45:00, GamingEnthusiast ,Instagram, #GameOn #TeenGamer ,22.0,45.0,Usa,2023,5,30,20,112,17,2,4,Positive,Excitement,112,90-119
596,Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon , Joy ,2023-05-31 15:30:00, LazyWatcher ,Facebook, #BingeWatchDay #TeenLife ,35.0,70.0,Canada,2023,5,31,15,96,12,2,6,Positive,Joy,96,90-119
597,Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen , Excitement ,2023-06-01 18:00:00, TrendExplorer ,Twitter, #FashionGoals #TeenStyle ,20.0,40.0,Usa,2023,6,1,18,99,15,2,3,Positive,Excitement,99,90-119
598,Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney , Frustration ,2023-06-02 14:30:00, MusicalExplorer ,Instagram, #InstrumentLearning #TeenMusic ,28.0,55.0,United Kingdom,2023,6,2,14,117,19,2,5,Negative,Frustration,117,90-119
599,Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover , Joy ,2023-06-03 21:15:00, MusicAficionado ,Facebook, #MusicTherapy #TeenPlaylist ,22.0,45.0,Canada,2023,6,3,21,110,15,2,4,Positive,Joy,110,90-119
600,Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef , Pride ,2023-06-04 19:30:00, HomeChef ,Twitter, #CookingSuccess #TeenCook ,25.0,50.0,Usa,2023,6,4,19,93,13,2,4,Positive,Pride,93,90-119
601,Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape , Excitement ,2023-06-05 10:00:00, AdventureSeeker ,Instagram, #GetawayGoals #TeenTravel ,18.0,35.0,United Kingdom,2023,6,5,10,84,9,2,4,Positive,Excitement,84,60-89
602,Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight , Joy ,2023-06-06 22:30:00, DanceEnthusiast ,Facebook, #MusicMagic #TeenConcert ,28.0,55.0,Canada,2023,6,6,22,107,16,2,4,Positive,Joy,107,90-119
603,Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories , Joy ,2023-06-07 12:45:00, NostalgiaExplorer ,Twitter, #ChildhoodMemories #TeenCartoons ,22.0,45.0,Usa,2023,6,7,12,101,10,2,4,Positive,Joy,101,90-119
604,Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor , Excitement ,2023-06-08 16:00:00, HomeDecorator ,Instagram, #DIYGoals #TeenCreative ,35.0,70.0,United Kingdom,2023,6,8,16,114,18,2,5,Positive,Excitement,114,90-119
605,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ", Curiosity ,2023-06-09 14:00:00, ArtExplorer ,Facebook, #CulturalDay #TeenCuriosity ,20.0,40.0,Usa,2023,6,9,14,115,17,2,4,Neutral,Curiosity,115,90-119
606,Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger , Curiosity ,2023-06-10 17:30:00, ThoughtfulBlogger ,Twitter, #BloggingJourney #TeenThoughts ,30.0,60.0,Canada,2023,6,10,17,103,15,2,4,Neutral,Curiosity,103,90-119
607,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon , Contentment ,2023-06-11 15:30:00, NovelEnthusiast ,Instagram, #QuietMoments #BookishEscape ,35.0,70.0,Usa,2023,6,11,15,119,16,2,4,Positive,Contentment,119,90-119
608,"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ", Gratitude ,2023-06-12 18:00:00, WiseSoul ,Twitter, #AgingGracefully #Memories ,28.0,55.0,United Kingdom,2023,6,12,18,129,18,2,4,Positive,Gratitude,129,120-149
609,Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer , Curiosity ,2023-06-13 14:45:00, ArtAdventurer ,Facebook, #ArtDiscovery #SeniorArtist ,22.0,45.0,Canada,2023,6,13,14,112,16,2,5,Neutral,Curiosity,112,90-119
610,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys , Contentment ,2023-06-14 19:30:00, HomeChefSenior ,Instagram, #HappinessInFood #SeniorLife ,25.0,50.0,Usa,2023,6,14,19,109,16,2,5,Positive,Contentment,109,90-119
611,Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate , Curiosity ,2023-06-15 12:15:00, LinguisticExplorer ,Twitter, #MindEnrichment #SeniorLearning ,30.0,60.0,United Kingdom,2023,6,15,12,125,19,2,4,Neutral,Curiosity,125,120-149
612,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ", Joy ,2023-06-16 21:45:00, MusicConnoisseur ,Facebook, #MusicLover #SeniorConcert ,18.0,35.0,Canada,2023,6,16,21,140,15,2,4,Positive,Joy,140,120-149
613,Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer , Joy ,2023-06-17 15:00:00, PhotographySenior ,Instagram, #NatureCapture #SeniorMoments ,35.0,70.0,Usa,2023,6,17,15,121,14,2,4,Positive,Joy,121,120-149
614,"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ", Contentment ,2023-06-18 11:30:00, TeaTimeSenior ,Twitter, #FriendshipGoals #SeniorBonding ,28.0,55.0,United Kingdom,2023,6,18,11,123,17,2,4,Positive,Contentment,123,120-149
615,"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ", Joy ,2023-06-19 16:30:00, RoadTripSenior ,Facebook, #CherishedPlaces #SeniorTravel ,22.0,45.0,Canada,2023,6,19,16,134,19,2,4,Positive,Joy,134,120-149
616,"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging ", Joy ,2023-06-20 14:20:00, ChoirEnthusiast ,Instagram, #MusicHarmony #SeniorVoices ,20.0,40.0,Usa,2023,6,20,14,131,16,2,4,Positive,Joy,131,120-149
617,"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ", Contentment ,2023-06-21 19:00:00, MeditationSenior ,Twitter, #MindfulLiving #SeniorCalm ,18.0,35.0,United Kingdom,2023,6,21,19,116,15,2,3,Positive,Contentment,116,90-119
618,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ", Contentment ,2023-06-22 13:45:00, GardenEnthusiast ,Facebook, #NatureWonders #SeniorGarden ,25.0,50.0,Usa,2023,6,22,13,132,18,2,5,Positive,Contentment,132,120-149
619,"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ", Contentment ,2023-06-23 18:45:00, WineConnoisseur ,Instagram, #LifeWellLived #SeniorWine ,28.0,55.0,United Kingdom,2023,6,23,18,138,23,2,5,Positive,Contentment,138,120-149
620,"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry ", Joy ,2023-06-24 16:15:00, ArtisticSenior ,Twitter, #CreativityAtAnyAge #SeniorCreativity ,22.0,45.0,Canada,2023,6,24,16,130,19,2,4,Positive,Joy,130,120-149
621,"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ", Gratitude ,2023-06-25 20:30:00, MemoiristSenior ,Facebook, #LifetimeExperiences #SeniorMemoir ,35.0,70.0,Usa,2023,6,25,20,134,18,2,4,Positive,Gratitude,134,120-149
622,"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ", Curiosity ,2023-06-26 14:00:00, HistoryEnthusiast ,Instagram, #LifetimeAdventure #SeniorCuriosity ,30.0,60.0,United Kingdom,2023,6,26,14,145,20,2,4,Neutral,Curiosity,145,120-149
623,"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ", Contentment ,2023-06-27 17:45:00, FamilyChefSenior ,Twitter, #KitchenMemories #SeniorCulinary ,20.0,40.0,Usa,2023,6,27,17,134,17,2,4,Positive,Contentment,134,120-149
624,"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ", Joy ,2023-06-28 22:15:00, NaturePhotographySenior ,Facebook, #OutdoorBeauty #SeniorClicks ,18.0,35.0,United Kingdom,2023,6,28,22,156,21,2,4,Positive,Joy,156,150-179
625,"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ", Joy ,2023-06-29 16:30:00, JazzMusicLover ,Instagram, #TimelessTunes #SeniorJazz ,25.0,50.0,Usa,2023,6,29,16,143,22,2,4,Positive,Joy,143,120-149
626,"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ", Gratitude ,2023-06-30 19:30:00, SeniorWordsmith ,Twitter, #SoulfulWriting #SeniorReflections ,28.0,55.0,United Kingdom,2023,6,30,19,139,20,2,4,Positive,Gratitude,139,120-149
627,"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ", Excitement ,2023-07-01 14:00:00, SoloAdventurer ,Instagram, #DiscoverNewPlaces #SeniorTravel ,30.0,60.0,Usa,2023,7,1,14,118,18,2,3,Positive,Excitement,118,90-119
628,"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ", Joy ,2023-07-02 18:30:00, CarEnthusiastSenior ,Facebook, #RoadTripDownMemoryLane #SeniorCars ,22.0,45.0,United Kingdom,2023,7,2,18,138,20,2,4,Positive,Joy,138,120-149
629,"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ", Joy ,2023-07-03 12:45:00, GreenThumbSenior ,Twitter, #GardenFriends #SeniorGreenThumb ,28.0,55.0,Canada,2023,7,3,12,126,16,2,4,Positive,Joy,126,120-149
630,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ", Contentment ,2023-07-04 17:00:00, FamilyHostSenior ,Instagram, #HeartwarmingMoments #SeniorFamily ,35.0,70.0,Usa,2023,7,4,17,142,20,2,4,Positive,Contentment,142,120-149
631,"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ", Joy ,2023-07-05 20:15:00, DanceEnthusiastSenior ,Twitter, #DanceLife #SeniorMoves ,18.0,35.0,United Kingdom,2023,7,5,20,136,24,2,4,Positive,Joy,136,120-149
632,"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ", Joy ,2023-07-06 14:30:00, ArtGalleryVisitor ,Facebook, #CreativeExpressions #SeniorArt ,25.0,50.0,Usa,2023,7,6,14,140,18,2,4,Positive,Joy,140,120-149
633,"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ", Joy ,2023-07-07 19:45:00, SeniorBookClub ,Instagram, #BookishTalks #SeniorBookworms ,22.0,45.0,United Kingdom,2023,7,7,19,123,19,2,3,Positive,Joy,123,120-149
634,"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ", Contentment ,2023-07-08 16:00:00, SeniorPicnicHost ,Twitter, #FriendshipSunshine #SeniorMemories ,30.0,60.0,Canada,2023,7,8,16,134,20,2,4,Positive,Contentment,134,120-149
635,"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ", Joy ,2023-07-09 22:30:00, SeniorActor ,Facebook, #StagePassion #SeniorTheater ,20.0,40.0,Usa,2023,7,9,22,121,16,2,3,Positive,Joy,121,120-149
636,"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ", Excitement ,2023-07-10 14:20:00, SeniorHikerExplorer ,Instagram, #NatureTrailBlazer #SeniorExplorer ,28.0,55.0,United Kingdom,2023,7,10,14,157,23,2,4,Positive,Excitement,157,150-179
637,Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer , Gratitude ,2023-07-11 18:45:00, SeniorPhotographerExhibitor ,Twitter, #LifeInPictures #SeniorExhibition ,22.0,45.0,Canada,2023,7,11,18,150,19,2,5,Positive,Gratitude,150,150-179
638,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ", Excitement ,2023-07-12 13:45:00, SeniorCyclingEnthusiast ,Facebook, #OpenRoadAdventures #SeniorCycling ,25.0,50.0,Usa,2023,7,12,13,122,20,2,4,Positive,Excitement,122,120-149
639,"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ", Joy ,2023-07-13 20:00:00, SeniorWineConnoisseur ,Instagram, #AgedToPerfection #SeniorCheers ,35.0,70.0,United Kingdom,2023,7,13,20,147,22,2,4,Positive,Joy,147,120-149
640,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ", Joy ,2023-07-14 16:15:00, SeniorBallroomDancer ,Twitter, #GracefulMoves #SeniorDance ,20.0,40.0,Usa,2023,7,14,16,141,17,2,4,Positive,Joy,141,120-149
641,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ", Joy ,2023-07-15 19:30:00, SeniorPaintingOrganizer ,Facebook, #CommunityArt #SeniorCreativity ,28.0,55.0,Canada,2023,7,15,19,131,16,2,3,Positive,Joy,131,120-149
642,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ", Gratitude ,2023-07-16 14:00:00, SeniorMemoriesHost ,Instagram, #FriendshipAdventures #SeniorNostalgia ,30.0,60.0,Usa,2023,7,16,14,136,18,2,5,Positive,Gratitude,136,120-149
643,"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ", Curiosity ,2023-07-17 22:15:00, SeniorStargazer ,Twitter, #CelestialWonders #SeniorAstronomy ,18.0,35.0,United Kingdom,2023,7,17,22,127,17,2,4,Neutral,Curiosity,127,120-149
644,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ", Joy ,2023-07-18 16:30:00, SeniorJazzFestivalGoer ,Facebook, #TimelessTunes #SeniorJazz ,25.0,50.0,Usa,2023,7,18,16,155,24,2,4,Positive,Joy,155,150-179
645,"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ", Gratitude ,2023-07-19 19:45:00, WisdomBloggerSenior ,Instagram, #LifeLessons #SeniorBlog ,22.0,45.0,United Kingdom,2023,7,19,19,134,23,2,3,Positive,Gratitude,134,120-149
646,"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ", Excitement ,2023-07-20 17:00:00, SeniorCharityRunner ,Twitter, #RunForACause #SeniorSupport ,30.0,60.0,Canada,2023,7,20,17,121,17,2,3,Positive,Excitement,121,120-149
647,"Survived a challenging physics exam. Equations, you won't defeat me! ", Relief ,2023-08-01 13:30:00, PhysicsWhizHighSchool ,Instagram, #PhysicsSurvivor #HighSchoolAdventures ,20.0,40.0,Usa,2023,8,1,13,69,10,2,3,Negative,Relief,69,60-89
648,Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder , Excitement ,2023-08-02 14:45:00, CodeExplorerHighSchool ,Twitter, #CodingAdventure #HighSchoolCoderLife ,25.0,50.0,United Kingdom,2023,8,2,14,101,14,2,4,Positive,Excitement,101,90-119
649,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ", Excitement ,2023-08-03 12:15:00, DebateWarriorHighSchool ,Facebook, #DebateWarrior #HighSchoolDebater ,18.0,35.0,Canada,2023,8,3,12,79,14,2,3,Positive,Excitement,79,60-89
650,"Started a photography club at school. Capturing moments, one snapshot at a time! ", Joy ,2023-08-04 16:30:00, PhotoClubHighSchool ,Instagram, #PhotographyClub #HighSchoolPhotographer ,22.0,45.0,Usa,2023,8,4,16,81,13,2,2,Positive,Joy,81,60-89
651,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ", Excitement ,2023-08-05 19:45:00, PromDreamerHighSchool ,Twitter, #PromDreams #HighSchoolFairytale ,30.0,60.0,Canada,2023,8,5,19,92,16,2,4,Positive,Excitement,92,90-119
652,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! , Positive ,2023-08-06 14:00:00, OutdoorClassHighSchool ,Facebook, #OutdoorClassroom #HighSchoolExplorer ,28.0,55.0,Usa,2023,8,6,14,91,15,2,2,Positive,Positive,91,90-119
653,"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ", Embarrassed ,2023-08-07 19:45:00, PaintSpillHighSchool ,Instagram, #ArtisticMishaps #HighSchoolArt ,22.0,45.0,United Kingdom,2023,8,7,19,100,11,2,4,Negative,Embarrassed,100,90-119
654,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! , Excitement ,2023-08-08 16:00:00, SkateProHighSchool ,Twitter, #SkaterLife #HighSchoolSkater ,30.0,60.0,Canada,2023,8,8,16,93,16,2,2,Positive,Excitement,93,90-119
655,Bonding with friends over the latest K-pop sensation. Fangirling at its finest! , Joy ,2023-08-09 22:30:00, KpopFangirlHighSchool ,Facebook, #KpopFangirl #HighSchoolMusic ,20.0,40.0,Usa,2023,8,9,22,80,12,2,3,Positive,Joy,80,60-89
656,Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! , Joy ,2023-08-10 14:20:00, ChemistryWizardHighSchool ,Instagram, #ChemistryWizard #HighSchoolScientist ,28.0,55.0,United Kingdom,2023,8,10,14,77,11,2,2,Positive,Joy,77,60-89
657,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! , Joy ,2023-08-11 18:45:00, BirthdayPartyPlannerHighSchool ,Twitter, #BirthdayParty #HighSchoolCelebration ,22.0,45.0,Canada,2023,8,11,18,101,14,2,3,Positive,Joy,101,90-119
658,"Joined the drama club to unleash my inner actor. Lights, camera, action! ", Excitement ,2023-08-12 13:45:00, DramaClubStarHighSchool ,Facebook, #DramaClubStar #HighSchoolActor ,25.0,50.0,Usa,2023,8,12,13,73,12,2,2,Positive,Excitement,73,60-89
659,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! , Excitement ,2023-08-13 20:00:00, FantasyBookNerdHighSchool ,Instagram, #FantasyBookNerd #HighSchoolReader ,35.0,70.0,United Kingdom,2023,8,13,20,85,15,2,2,Positive,Excitement,85,60-89
660,Mastering the art of the perfect doodle during boring classes. Doodles: A+! , Joy ,2023-08-14 16:15:00, DoodleMasterHighSchool ,Twitter, #DoodleMaster #HighSchoolArt ,20.0,40.0,Usa,2023,8,14,16,76,12,2,4,Positive,Joy,76,60-89
661,Attempting to break the school record for the longest handstand. Wish me luck! , Excitement ,2023-08-15 19:30:00, HandstandChallengeHighSchool ,Facebook, #HandstandChallenge #HighSchoolAthlete ,28.0,55.0,Canada,2023,8,15,19,79,13,2,2,Positive,Excitement,79,60-89
662,Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! , Mischievous ,2023-08-16 14:00:00, SnackSmugglerHighSchool ,Instagram, #SnackSmuggler #HighSchoolSnacks ,30.0,60.0,Usa,2023,8,16,14,85,15,2,3,Negative,Mischievous,85,60-89
663,Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! , Excitement ,2023-08-17 22:15:00, SleepoverHostHighSchool ,Twitter, #SleepoverFun #HighSchoolMemories ,18.0,35.0,United Kingdom,2023,8,17,22,95,15,2,2,Positive,Excitement,95,90-119
664,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ", Embarrassed ,2023-08-18 16:30:00, TikTokFailHighSchool ,Facebook, #DanceFail #HighSchoolTikTok ,25.0,50.0,Usa,2023,8,18,16,92,17,2,3,Negative,Embarrassed,92,90-119
